"","start_landmark","participant","target_landmark","point_order","participant_response","within_between","participant_360_response","actual_direction","actual_360_direction","mountain_0_p_angle0","error","mountain_0_p_angle360"
"208","Harris Hall",2051,"Compass North",21,-142.9734,"other",217.0266,46,46,171.0266,171.0266,171.0266
"209","Harris Hall",2079,"Compass North",22,66.07702,"other",66.07702,46,46,20.07702,20.07702,20.07702
"210","Harris Hall",2058,"Mountain Range",22,-121.9594,"other",238.0406,46,46,192.0406,167.9594,192.0406
"211","Harris Hall",2045,"Compass North",21,94.96732,"other",94.96732,46,46,48.96732,48.96732,48.96732
"212","Harris Hall",2042,"Mountain Range",23,-16.03831,"other",343.96169,46,46,297.96169,62.03831,297.96169
"213","Harris Hall",2035,"Mountain Range",23,-99.29493,"other",260.70507,46,46,214.70507,145.29493,214.70507
"214","Harris Hall",2074,"Mountain Range",19,4.069626,"other",4.069626,46,46,-41.930374,41.930374,318.069626
"215","Harris Hall",2076,"Mountain Range",19,-12.6937,"other",347.3063,46,46,301.3063,58.6937,301.3063
"216","Harris Hall",2063,"Compass North",21,49.0345,"other",49.0345,46,46,3.0345,3.0345,3.0345
"217","Harris Hall",2048,"Mountain Range",20,77.90829,"other",77.90829,46,46,31.90829,31.90829,31.90829
"218","Harris Hall",2053,"Compass North",19,137.8524,"other",137.8524,46,46,91.8524,91.8524,91.8524
"219","Harris Hall",2046,"Compass North",19,139.4858,"other",139.4858,46,46,93.4858,93.4858,93.4858
"220","Harris Hall",2044,"Mountain Range",17,-96.71011,"other",263.28989,46,46,217.28989,142.71011,217.28989
"221","Harris Hall",2070,"Mountain Range",17,-19.12214,"other",340.87786,46,46,294.87786,65.12214,294.87786
"222","Harris Hall",2050,"Mountain Range",20,135.1073,"other",135.1073,46,46,89.1073,89.1073,89.1073
"223","Harris Hall",2084,"Mountain Range",17,64.53291,"other",64.53291,46,46,18.53291,18.53291,18.53291
"224","Harris Hall",2068,"Mountain Range",16,57.94269,"other",57.94269,46,46,11.94269,11.94269,11.94269
"225","Harris Hall",2069,"Compass North",20,51.83775,"other",51.83775,46,46,5.83775,5.83775,5.83775
"226","Harris Hall",2043,"Compass North",20,140.2278,"other",140.2278,46,46,94.2278,94.2278,94.2278
"227","Harris Hall",2066,"Mountain Range",19,65.46841,"other",65.46841,46,46,19.46841,19.46841,19.46841
"228","Harris Hall",2083,"Mountain Range",22,15.19101,"other",15.19101,46,46,-30.80899,30.80899,329.19101
"229","Harvey House",2011,"Compass North",30,-27.64651,"other",332.35349,-133.5,226.5,105.85349,105.85349,105.85349
"230","Harvey House",2005,"Mountain Range",30,-124.9122,"other",235.0878,-133.5,226.5,8.58780000000002,8.58780000000002,8.58780000000002
"231","Harvey House",2017,"Compass North",29,-129.9296,"other",230.0704,-133.5,226.5,3.57040000000001,3.57040000000001,3.57040000000001
"232","Harvey House",2003,"Mountain Range",28,27.02561,"other",27.02561,-133.5,226.5,-199.47439,160.52561,160.52561
"233","Harvey House",2002,"Mountain Range",24,-178.6922,"other",181.3078,-133.5,226.5,-45.1922,45.1922,314.8078
"234","Harvey House",2006,"Mountain Range",29,101.9546,"other",101.9546,-133.5,226.5,-124.5454,124.5454,235.4546
"235","Harvey House",2021,"Compass North",31,-131.6235,"other",228.3765,-133.5,226.5,1.87649999999999,1.87649999999999,1.87649999999999
"236","Harvey House",2001,"Mountain Range",24,63.38627,"other",63.38627,-133.5,226.5,-163.11373,163.11373,196.88627
"237","Harvey House",2007,"Compass North",29,70.57997,"other",70.57997,-133.5,226.5,-155.92003,155.92003,204.07997
"238","Harvey House",2012,"Mountain Range",31,-104.8118,"other",255.1882,-133.5,226.5,28.6882,28.6882,28.6882
"239","Harvey House",2008,"Mountain Range",31,76.56242,"other",76.56242,-133.5,226.5,-149.93758,149.93758,210.06242
"240","Harvey House",2016,"Mountain Range",28,54.24742,"other",54.24742,-133.5,226.5,-172.25258,172.25258,187.74742
"241","Harvey House",2014,"Mountain Range",29,-106.1476,"other",253.8524,-133.5,226.5,27.3524,27.3524,27.3524
"242","Harvey House",2029,"Compass North",25,-130.9061,"other",229.0939,-133.5,226.5,2.59389999999999,2.59389999999999,2.59389999999999
"243","Harvey House",2031,"Compass North",27,82.47923,"other",82.47923,-133.5,226.5,-144.02077,144.02077,215.97923
"244","Harvey House",2004,"Mountain Range",26,-137.9752,"other",222.0248,-133.5,226.5,-4.4752,4.4752,355.5248
"245","Harvey House",2018,"Mountain Range",31,99.86329,"other",99.86329,-133.5,226.5,-126.63671,126.63671,233.36329
"246","Harvey House",2019,"Compass North",31,-128.5276,"other",231.4724,-133.5,226.5,4.97239999999999,4.97239999999999,4.97239999999999
"247","Harvey House",2027,"Compass North",28,-85.08986,"other",274.91014,-133.5,226.5,48.41014,48.41014,48.41014
"248","Harvey House",2022,"Mountain Range",30,53.6673,"other",53.6673,-133.5,226.5,-172.8327,172.8327,187.1673
"249","Harvey House",2013,"Compass North",27,103.4843,"other",103.4843,-133.5,226.5,-123.0157,123.0157,236.9843
"250","Harvey House",2026,"Mountain Range",31,16.45324,"other",16.45324,-133.5,226.5,-210.04676,149.95324,149.95324
"251","Harvey House",2023,"Compass North",31,40.63581,"other",40.63581,-133.5,226.5,-185.86419,174.13581,174.13581
"252","Harvey House",2030,"Mountain Range",30,55.92651,"other",55.92651,-133.5,226.5,-170.57349,170.57349,189.42651
"253","Harvey House",2024,"Mountain Range",24,20.35394,"other",20.35394,-133.5,226.5,-206.14606,153.85394,153.85394
"254","Harvey House",2036,"Compass North",26,21.07535,"other",21.07535,-133.5,226.5,-205.42465,154.57535,154.57535
"255","Harvey House",2034,"Mountain Range",30,-130.0944,"other",229.9056,-133.5,226.5,3.40559999999999,3.40559999999999,3.40559999999999
"256","Harvey House",2047,"Compass North",31,17.79373,"other",17.79373,-133.5,226.5,-208.70627,151.29373,151.29373
"257","Harvey House",2015,"Compass North",25,40.46521,"other",40.46521,-133.5,226.5,-186.03479,173.96521,173.96521
"258","Harvey House",2028,"Mountain Range",24,77.68063,"other",77.68063,-133.5,226.5,-148.81937,148.81937,211.18063
"259","Harvey House",2025,"Compass North",27,-131.3068,"other",228.6932,-133.5,226.5,2.19319999999999,2.19319999999999,2.19319999999999
"260","Harvey House",2039,"Mountain Range",28,-65.82317,"other",294.17683,-133.5,226.5,67.67683,67.67683,67.67683
"261","Harvey House",2051,"Compass North",28,-130.3529,"other",229.6471,-133.5,226.5,3.14709999999999,3.14709999999999,3.14709999999999
"262","Harvey House",2040,"Mountain Range",31,-132.7322,"other",227.2678,-133.5,226.5,0.767799999999994,0.767799999999994,0.767799999999994
"263","Harvey House",2038,"Mountain Range",28,-154.1927,"other",205.8073,-133.5,226.5,-20.6927,20.6927,339.3073
"264","Harvey House",2045,"Compass North",26,71.92929,"other",71.92929,-133.5,226.5,-154.57071,154.57071,205.42929
"265","Harvey House",2037,"Mountain Range",31,-113.8391,"other",246.1609,-133.5,226.5,19.6609,19.6609,19.6609
"266","Harvey House",2035,"Mountain Range",25,77.04102,"other",77.04102,-133.5,226.5,-149.45898,149.45898,210.54102
"267","Harvey House",2043,"Compass North",27,-132.5047,"other",227.4953,-133.5,226.5,0.995299999999986,0.995299999999986,0.995299999999986
"268","Harvey House",2049,"Mountain Range",31,-56.90836,"other",303.09164,-133.5,226.5,76.59164,76.59164,76.59164
"269","Harvey House",2061,"Compass North",29,119.8109,"other",119.8109,-133.5,226.5,-106.6891,106.6891,253.3109
"270","Harvey House",2033,"Compass North",30,86.90701,"other",86.90701,-133.5,226.5,-139.59299,139.59299,220.40701
"271","Harvey House",2041,"Compass North",26,-129.3439,"other",230.6561,-133.5,226.5,4.15610000000001,4.15610000000001,4.15610000000001
"272","Harvey House",2046,"Compass North",24,-130.9893,"other",229.0107,-133.5,226.5,2.51070000000001,2.51070000000001,2.51070000000001
"273","Harvey House",2044,"Mountain Range",28,101.6098,"other",101.6098,-133.5,226.5,-124.8902,124.8902,235.1098
"274","Harvey House",2059,"Compass North",30,-26.9285,"other",333.0715,-133.5,226.5,106.5715,106.5715,106.5715
"275","Harvey House",2050,"Mountain Range",26,-124.7105,"other",235.2895,-133.5,226.5,8.7895,8.7895,8.7895
"276","Harvey House",2057,"Compass North",25,-29.25412,"other",330.74588,-133.5,226.5,104.24588,104.24588,104.24588
"277","Harvey House",2052,"Mountain Range",31,48.95703,"other",48.95703,-133.5,226.5,-177.54297,177.54297,182.45703
"278","Harvey House",2042,"Mountain Range",25,102.0276,"other",102.0276,-133.5,226.5,-124.4724,124.4724,235.5276
"279","Harvey House",2054,"Mountain Range",26,-113.7849,"other",246.2151,-133.5,226.5,19.7151,19.7151,19.7151
"280","Harvey House",2067,"Compass North",28,-129.5627,"other",230.4373,-133.5,226.5,3.93729999999999,3.93729999999999,3.93729999999999
"281","Harvey House",2080,"Compass North",27,-129.8875,"other",230.1125,-133.5,226.5,3.61250000000001,3.61250000000001,3.61250000000001
"282","Harvey House",2077,"Compass North",31,-130.1463,"other",229.8537,-133.5,226.5,3.3537,3.3537,3.3537
"283","Harvey House",2048,"Mountain Range",27,-118.6661,"other",241.3339,-133.5,226.5,14.8339,14.8339,14.8339
"284","Harvey House",2060,"Mountain Range",26,-126.8074,"other",233.1926,-133.5,226.5,6.6926,6.6926,6.6926
"285","Harvey House",2056,"Mountain Range",30,-125.5725,"other",234.4275,-133.5,226.5,7.92750000000001,7.92750000000001,7.92750000000001
"286","Harvey House",2073,"Compass North",30,84.89291,"other",84.89291,-133.5,226.5,-141.60709,141.60709,218.39291
"287","Harvey House",2072,"Mountain Range",28,70.65363,"other",70.65363,-133.5,226.5,-155.84637,155.84637,204.15363
"288","Harvey House",2062,"Mountain Range",31,46.46932,"other",46.46932,-133.5,226.5,-180.03068,179.96932,179.96932
"289","Harvey House",2075,"Compass North",25,-129.487,"other",230.513,-133.5,226.5,4.01300000000001,4.01300000000001,4.01300000000001
"290","Harvey House",2078,"Mountain Range",28,-137.0112,"other",222.9888,-133.5,226.5,-3.5112,3.5112,356.4888
"291","Harvey House",2064,"Mountain Range",24,87.30148,"other",87.30148,-133.5,226.5,-139.19852,139.19852,220.80148
"292","Harvey House",2079,"Compass North",28,-125.0218,"other",234.9782,-133.5,226.5,8.47820000000002,8.47820000000002,8.47820000000002
"293","Harvey House",2058,"Mountain Range",27,50.35835,"other",50.35835,-133.5,226.5,-176.14165,176.14165,183.85835
"294","Harvey House",2068,"Mountain Range",26,-117.4936,"other",242.5064,-133.5,226.5,16.0064,16.0064,16.0064
"295","Harvey House",2063,"Compass North",25,51.17,"other",51.17,-133.5,226.5,-175.33,175.33,184.67
"296","Harvey House",2065,"Compass North",31,-129.7856,"other",230.2144,-133.5,226.5,3.71440000000001,3.71440000000001,3.71440000000001
"297","Harvey House",2074,"Mountain Range",26,-137.6662,"other",222.3338,-133.5,226.5,-4.1662,4.1662,355.8338
"298","Harvey House",2076,"Mountain Range",27,103.8583,"other",103.8583,-133.5,226.5,-122.6417,122.6417,237.3583
"299","Harvey House",2070,"Mountain Range",28,3.354271,"other",3.354271,-133.5,226.5,-223.145729,136.854271,136.854271
"300","Harvey House",2053,"Compass North",30,-130.4116,"other",229.5884,-133.5,226.5,3.08840000000001,3.08840000000001,3.08840000000001
"301","Harvey House",2066,"Mountain Range",24,-131.7132,"other",228.2868,-133.5,226.5,1.7868,1.7868,1.7868
"302","Harvey House",2069,"Compass North",27,-128.2138,"other",231.7862,-133.5,226.5,5.28620000000001,5.28620000000001,5.28620000000001
"303","Harvey House",2084,"Mountain Range",24,-134.5252,"other",225.4748,-133.5,226.5,-1.02520000000001,1.02520000000001,358.9748
"304","Harvey House",2083,"Mountain Range",28,-179.4342,"other",180.5658,-133.5,226.5,-45.9342,45.9342,314.0658
"305","Lynch Station",2006,"Mountain Range",11,-67.83602,"other",292.16398,117,117,175.16398,175.16398,175.16398
"306","Lynch Station",2021,"Compass North",11,113.3007,"other",113.3007,117,117,-3.69929999999999,3.69929999999999,356.3007
"307","Lynch Station",2002,"Mountain Range",14,60.47243,"other",60.47243,117,117,-56.52757,56.52757,303.47243
"308","Lynch Station",2011,"Compass North",10,40.78238,"other",40.78238,117,117,-76.21762,76.21762,283.78238
"309","Lynch Station",2008,"Mountain Range",15,17.37031,"other",17.37031,117,117,-99.62969,99.62969,260.37031
"310","Lynch Station",2016,"Mountain Range",12,-132.0283,"other",227.9717,117,117,110.9717,110.9717,110.9717
"311","Lynch Station",2003,"Mountain Range",14,25.01982,"other",25.01982,117,117,-91.98018,91.98018,268.01982
"312","Lynch Station",2005,"Mountain Range",9,110.9511,"other",110.9511,117,117,-6.0489,6.0489,353.9511
"313","Lynch Station",2017,"Compass North",10,115.1093,"other",115.1093,117,117,-1.8907,1.8907,358.1093
"314","Lynch Station",2004,"Mountain Range",9,87.75985,"other",87.75985,117,117,-29.24015,29.24015,330.75985
"315","Lynch Station",2018,"Mountain Range",9,42.22612,"other",42.22612,117,117,-74.77388,74.77388,285.22612
"316","Lynch Station",2019,"Compass North",14,113.8173,"other",113.8173,117,117,-3.1827,3.1827,356.8173
"317","Lynch Station",2049,"Mountain Range",10,140.0122,"other",140.0122,117,117,23.0122,23.0122,23.0122
"318","Lynch Station",2037,"Mountain Range",10,111.8418,"other",111.8418,117,117,-5.15819999999999,5.15819999999999,354.8418
"319","Lynch Station",2001,"Mountain Range",13,-43.97192,"other",316.02808,117,117,199.02808,160.97192,199.02808
"320","Lynch Station",2007,"Compass North",10,122.3152,"other",122.3152,117,117,5.3152,5.3152,5.3152
"321","Lynch Station",2012,"Mountain Range",11,118.21,"other",118.21,117,117,1.20999999999999,1.20999999999999,1.20999999999999
"322","Lynch Station",2030,"Mountain Range",15,113.048,"other",113.048,117,117,-3.952,3.952,356.048
"323","Lynch Station",2059,"Compass North",11,117.3556,"other",117.3556,117,117,0.355599999999995,0.355599999999995,0.355599999999995
"324","Lynch Station",2014,"Mountain Range",11,141.0577,"other",141.0577,117,117,24.0577,24.0577,24.0577
"325","Lynch Station",2057,"Compass North",12,114.7736,"other",114.7736,117,117,-2.2264,2.2264,357.7736
"326","Lynch Station",2039,"Mountain Range",8,1.194849,"other",1.194849,117,117,-115.805151,115.805151,244.194849
"327","Lynch Station",2015,"Compass North",11,80.64191,"other",80.64191,117,117,-36.35809,36.35809,323.64191
"328","Lynch Station",2054,"Mountain Range",10,-135.5211,"other",224.4789,117,117,107.4789,107.4789,107.4789
"329","Lynch Station",2067,"Compass North",12,113.8428,"other",113.8428,117,117,-3.1572,3.1572,356.8428
"330","Lynch Station",2027,"Compass North",8,111.4536,"other",111.4536,117,117,-5.54640000000001,5.54640000000001,354.4536
"331","Lynch Station",2061,"Compass North",13,114.8964,"other",114.8964,117,117,-2.1036,2.1036,357.8964
"332","Lynch Station",2013,"Compass North",10,15.6641,"other",15.6641,117,117,-101.3359,101.3359,258.6641
"333","Lynch Station",2060,"Mountain Range",14,113.4302,"other",113.4302,117,117,-3.5698,3.5698,356.4302
"334","Lynch Station",2034,"Mountain Range",9,115.1242,"other",115.1242,117,117,-1.8758,1.8758,358.1242
"335","Lynch Station",2073,"Compass North",11,-52.21999,"other",307.78001,117,117,190.78001,169.21999,190.78001
"336","Lynch Station",2024,"Mountain Range",13,52.09811,"other",52.09811,117,117,-64.90189,64.90189,295.09811
"337","Lynch Station",2062,"Mountain Range",15,34.2259,"other",34.2259,117,117,-82.7741,82.7741,277.2259
"338","Lynch Station",2029,"Compass North",8,114.2895,"other",114.2895,117,117,-2.7105,2.7105,357.2895
"339","Lynch Station",2052,"Mountain Range",14,-59.03488,"other",300.96512,117,117,183.96512,176.03488,183.96512
"340","Lynch Station",2064,"Mountain Range",9,-13.9916,"other",346.0084,117,117,229.0084,130.9916,229.0084
"341","Lynch Station",2028,"Mountain Range",14,19.54436,"other",19.54436,117,117,-97.45564,97.45564,262.54436
"342","Lynch Station",2038,"Mountain Range",13,87.38639,"other",87.38639,117,117,-29.61361,29.61361,330.38639
"343","Lynch Station",2080,"Compass North",14,113.9183,"other",113.9183,117,117,-3.0817,3.0817,356.9183
"344","Lynch Station",2022,"Mountain Range",15,18.05677,"other",18.05677,117,117,-98.94323,98.94323,261.05677
"345","Lynch Station",2065,"Compass North",11,115.9598,"other",115.9598,117,117,-1.0402,1.0402,358.9598
"346","Lynch Station",2026,"Mountain Range",15,15.81713,"other",15.81713,117,117,-101.18287,101.18287,258.81713
"347","Lynch Station",2056,"Mountain Range",8,-154.1079,"other",205.8921,117,117,88.8921,88.8921,88.8921
"348","Lynch Station",2047,"Compass North",12,-55.6772,"other",304.3228,117,117,187.3228,172.6772,187.3228
"349","Lynch Station",2072,"Mountain Range",12,3.468143,"other",3.468143,117,117,-113.531857,113.531857,246.468143
"350","Lynch Station",2041,"Compass North",12,115.483,"other",115.483,117,117,-1.517,1.517,358.483
"351","Lynch Station",2075,"Compass North",13,113.0474,"other",113.0474,117,117,-3.9526,3.9526,356.0474
"352","Lynch Station",2031,"Compass North",9,115.742,"other",115.742,117,117,-1.258,1.258,358.742
"353","Lynch Station",2051,"Compass North",8,-65.85084,"other",294.14916,117,117,177.14916,177.14916,177.14916
"354","Lynch Station",2079,"Compass North",9,130.8144,"other",130.8144,117,117,13.8144,13.8144,13.8144
"355","Lynch Station",2058,"Mountain Range",10,25.56202,"other",25.56202,117,117,-91.43798,91.43798,268.56202
"356","Lynch Station",2045,"Compass North",11,114.3067,"other",114.3067,117,117,-2.69329999999999,2.69329999999999,357.3067
"357","Lynch Station",2077,"Compass North",12,116.3861,"other",116.3861,117,117,-0.613900000000001,0.613900000000001,359.3861
"358","Lynch Station",2035,"Mountain Range",8,-10.6439,"other",349.3561,117,117,232.3561,127.6439,232.3561
"359","Lynch Station",2074,"Mountain Range",15,70.66647,"other",70.66647,117,117,-46.33353,46.33353,313.66647
"360","Lynch Station",2023,"Compass North",15,13.99615,"other",13.99615,117,117,-103.00385,103.00385,256.99615
"361","Lynch Station",2063,"Compass North",13,116.8636,"other",116.8636,117,117,-0.136399999999995,0.136399999999995,359.8636
"362","Lynch Station",2048,"Mountain Range",14,116.9262,"other",116.9262,117,117,-0.0738000000000056,0.0738000000000056,359.9262
"363","Lynch Station",2053,"Compass North",15,-64.89504,"other",295.10496,117,117,178.10496,178.10496,178.10496
"364","Lynch Station",2046,"Compass North",14,115.762,"other",115.762,117,117,-1.238,1.238,358.762
"365","Lynch Station",2078,"Mountain Range",12,70.27692,"other",70.27692,117,117,-46.72308,46.72308,313.27692
"366","Lynch Station",2070,"Mountain Range",12,-2.636559,"other",357.363441,117,117,240.363441,119.636559,240.363441
"367","Lynch Station",2050,"Mountain Range",13,114.4436,"other",114.4436,117,117,-2.5564,2.5564,357.4436
"368","Lynch Station",2025,"Compass North",12,114.087,"other",114.087,117,117,-2.913,2.913,357.087
"369","Lynch Station",2068,"Mountain Range",8,115.4587,"other",115.4587,117,117,-1.54130000000001,1.54130000000001,358.4587
"370","Lynch Station",2042,"Mountain Range",9,48.74817,"other",48.74817,117,117,-68.25183,68.25183,291.74817
"371","Lynch Station",2069,"Compass North",14,114.3608,"other",114.3608,117,117,-2.6392,2.6392,357.3608
"372","Lynch Station",2043,"Compass North",14,32.79233,"other",32.79233,117,117,-84.20767,84.20767,275.79233
"373","Lynch Station",2076,"Mountain Range",12,52.37901,"other",52.37901,117,117,-64.62099,64.62099,295.37901
"374","Lynch Station",2044,"Mountain Range",14,50.11436,"other",50.11436,117,117,-66.88564,66.88564,293.11436
"375","Lynch Station",2033,"Compass North",10,109.2329,"other",109.2329,117,117,-7.7671,7.7671,352.2329
"376","Lynch Station",2036,"Compass North",12,112.2203,"other",112.2203,117,117,-4.77970000000001,4.77970000000001,355.2203
"377","Lynch Station",2066,"Mountain Range",8,116.2973,"other",116.2973,117,117,-0.702699999999993,0.702699999999993,359.2973
"378","Lynch Station",2040,"Mountain Range",13,112.4387,"other",112.4387,117,117,-4.5613,4.5613,355.4387
"379","Lynch Station",2084,"Mountain Range",14,111.6525,"other",111.6525,117,117,-5.3475,5.3475,354.6525
"380","Lynch Station",2083,"Mountain Range",9,73.91084,"other",73.91084,117,117,-43.08916,43.08916,316.91084
"381","Sauer Center",2011,"Compass North",51,-67.55684,"other",292.44316,-26.5,333.5,-41.05684,41.05684,318.94316
"382","Sauer Center",2002,"Mountain Range",48,171.7209,"other",171.7209,-26.5,333.5,-161.7791,161.7791,198.2209
"383","Sauer Center",2049,"Mountain Range",50,-12.83132,"other",347.16868,-26.5,333.5,13.66868,13.66868,13.66868
"384","Sauer Center",2014,"Mountain Range",51,-30.79786,"other",329.20214,-26.5,333.5,-4.29786000000001,4.29786000000001,355.70214
"385","Sauer Center",2057,"Compass North",50,-64.73918,"other",295.26082,-26.5,333.5,-38.23918,38.23918,321.76082
"386","Sauer Center",2044,"Mountain Range",50,-21.81752,"other",338.18248,-26.5,333.5,4.68248,4.68248,4.68248
"387","Sauer Center",2033,"Compass North",51,39.08566,"other",39.08566,-26.5,333.5,-294.41434,65.58566,65.58566
"388","Sauer Center",2003,"Mountain Range",52,-15.4485,"other",344.5515,-26.5,333.5,11.0515,11.0515,11.0515
"389","Sauer Center",2038,"Mountain Range",54,-15.79631,"other",344.20369,-26.5,333.5,10.70369,10.70369,10.70369
"390","Sauer Center",2027,"Compass North",52,-14.39522,"other",345.60478,-26.5,333.5,12.10478,12.10478,12.10478
"391","Sauer Center",2037,"Mountain Range",52,-70.82083,"other",289.17917,-26.5,333.5,-44.32083,44.32083,315.67917
"392","Sauer Center",2013,"Compass North",49,-44.68092,"other",315.31908,-26.5,333.5,-18.18092,18.18092,341.81908
"393","Sauer Center",2060,"Mountain Range",52,-4.074724,"other",355.925276,-26.5,333.5,22.425276,22.425276,22.425276
"394","Sauer Center",2034,"Mountain Range",49,-30.60112,"other",329.39888,-26.5,333.5,-4.10111999999998,4.10111999999998,355.89888
"395","Sauer Center",2030,"Mountain Range",48,-67.05051,"other",292.94949,-26.5,333.5,-40.55051,40.55051,319.44949
"396","Sauer Center",2001,"Mountain Range",53,51.69865,"other",51.69865,-26.5,333.5,-281.80135,78.19865,78.19865
"397","Sauer Center",2041,"Compass North",51,-57.91154,"other",302.08846,-26.5,333.5,-31.41154,31.41154,328.58846
"398","Sauer Center",2029,"Compass North",51,6.63513,"other",6.63513,-26.5,333.5,-326.86487,33.13513,33.13513
"399","Sauer Center",2039,"Mountain Range",50,166.0934,"other",166.0934,-26.5,333.5,-167.4066,167.4066,192.5934
"400","Sauer Center",2015,"Compass North",53,-25.31964,"other",334.68036,-26.5,333.5,1.18036000000001,1.18036000000001,1.18036000000001
"401","Sauer Center",2054,"Mountain Range",53,159.8781,"other",159.8781,-26.5,333.5,-173.6219,173.6219,186.3781
"402","Sauer Center",2005,"Mountain Range",54,5.684307,"other",5.684307,-26.5,333.5,-327.815693,32.184307,32.184307
"403","Sauer Center",2045,"Compass North",54,-27.32855,"other",332.67145,-26.5,333.5,-0.828550000000007,0.828550000000007,359.17145
"404","Sauer Center",2004,"Mountain Range",52,-79.97739,"other",280.02261,-26.5,333.5,-53.47739,53.47739,306.52261
"405","Sauer Center",2035,"Mountain Range",54,54.3432,"other",54.3432,-26.5,333.5,-279.1568,80.8432,80.8432
"406","Sauer Center",2026,"Mountain Range",53,-153.96,"other",206.04,-26.5,333.5,-127.46,127.46,232.54
"407","Sauer Center",2006,"Mountain Range",55,-92.08609,"other",267.91391,-26.5,333.5,-65.58609,65.58609,294.41391
